length,width,depth,area,ambient_temp,surface_moisture,defect_severity,mass_required_kg,is_thermal_ok,is_monsoon_sim
0.15,0.862,0.0568,0.1295,26.2,3.3,1,21.814,1,0
1.468,0.322,0.0528,0.4721,31.8,10.2,1,73.871,0,0
0.177,2.608,0.0499,0.4605,28.2,5.6,0,68.034,1,0
2.994,0.742,0.0556,2.2206,33.8,8.1,1,365.15,0,0
0.452,1.152,0.0586,0.5206,29.4,2.0,1,90.176,1,0
1.681,0.76,0.0763,1.2768,27.8,31.6,1,288.438,0,1
0.162,0.518,0.047,0.0836,27.9,0.7,0,11.623,1,0
0.868,1.481,0.057,1.2866,34.3,6.1,1,217.12,1,0
0.529,0.118,0.0747,0.0626,34.4,11.2,1,13.848,0,0
0.13,0.545,0.0712,0.0711,35.4,0.6,1,14.983,1,0
1.167,1.804,0.0268,2.1041,27.6,17.6,0,166.897,0,1
2.968,0.171,0.0431,0.508,36.2,11.3,0,64.692,0,0
0.111,0.286,0.0476,0.0317,26.4,9.2,0,4.466,0,0
0.415,2.688,0.048,1.1162,34.6,5.5,0,158.804,1,0
1.316,2.655,0.0559,3.4938,34.1,9.8,1,578.508,0,0
2.15,0.488,0.0396,1.0498,26.7,33.2,0,122.797,0,1
0.312,1.216,0.02,0.3791,27.4,26.3,0,22.442,0,1
0.173,0.886,0.0413,0.1536,30.0,23.2,0,18.819,0,1
0.109,0.643,0.0779,0.0699,31.9,2.7,1,16.093,1,0
0.342,1.445,0.0604,0.4948,34.9,7.3,1,88.467,1,0
0.174,0.942,0.0507,0.1639,31.4,6.2,1,24.62,1,0
0.545,0.176,0.0626,0.0962,25.8,16.4,1,17.837,0,1
0.68,1.564,0.0614,1.0637,36.3,10.7,1,193.487,0,0
0.754,0.357,0.112,0.2688,26.0,12.4,2,89.137,0,1
0.254,0.902,0.0751,0.2286,38.6,5.6,1,50.787,1,0
0.724,1.295,0.0557,0.937,27.7,2.7,1,154.52,1,0
0.109,1.923,0.0782,0.2098,26.3,6.7,1,48.548,1,0
0.374,2.175,0.0769,0.8127,25.9,2.1,1,184.936,1,0
0.561,2.181,0.0545,1.2225,29.5,2.0,1,197.08,1,0
0.226,0.956,0.078,0.2161,33.2,11.2,1,49.883,0,0
1.782,0.883,0.0844,1.5734,26.9,34.4,1,393.368,0,1
0.325,0.112,0.0548,0.0363,28.1,4.9,1,5.897,1,0
1.506,0.171,0.0361,0.257,40.0,2.6,0,27.535,1,0
0.742,0.499,0.0754,0.3703,29.1,3.5,1,82.71,1,0
0.753,1.359,0.0562,1.0243,28.9,9.9,1,170.65,0,0
1.136,0.817,0.0647,0.9286,30.2,8.9,1,177.731,0,0
0.145,0.315,0.0741,0.0457,30.6,1.6,1,10.008,1,0
0.182,0.205,0.0893,0.0373,29.4,9.7,1,9.861,0,0
0.496,0.605,0.0519,0.3,27.6,12.2,1,46.095,0,1
0.639,2.053,0.0528,1.3124,25.3,34.5,1,205.058,0,1
0.662,0.144,0.0674,0.0951,40.0,11.5,1,18.957,0,0
1.23,0.597,0.0338,0.734,33.2,1.8,0,73.317,1,0
0.101,0.149,0.0516,0.015,30.3,4.7,1,2.284,1,0
3.297,0.33,0.0751,1.0887,29.9,14.5,1,241.972,0,1
0.292,2.56,0.0614,0.7468,31.9,6.1,1,135.659,1,0
0.386,0.188,0.0811,0.0727,23.6,4.7,1,17.463,0,0
2.461,0.142,0.0497,0.3488,29.3,11.5,0,51.224,0,0
0.106,0.173,0.0872,0.0182,33.1,6.1,1,4.709,1,0
4.845,1.041,0.0611,5.0453,24.9,11.2,1,911.919,0,0
0.137,0.11,0.057,0.015,33.3,4.6,1,2.537,1,0
0.228,0.5,0.078,0.1143,34.4,9.3,1,26.412,0,0
0.375,2.552,0.0337,0.9559,25.4,32.6,0,95.301,0,1
0.678,0.157,0.0504,0.1064,30.6,26.6,1,15.908,0,1
0.831,2.251,0.066,1.8703,27.7,29.5,1,366.306,0,1
0.211,0.2,0.0696,0.0421,26.4,9.6,1,8.679,0,0
0.177,0.209,0.02,0.037,24.8,5.3,0,2.19,0,0
0.132,0.843,0.0439,0.1116,37.9,6.2,0,14.499,1,0
0.397,0.324,0.0585,0.1284,25.5,11.4,1,22.22,0,0
2.645,0.102,0.058,0.271,30.8,4.6,1,46.591,1,0
0.594,1.207,0.0723,0.7172,30.7,6.8,1,153.372,1,0
1.544,0.471,0.0531,0.7268,31.9,6.3,1,114.243,1,0
0.311,2.01,0.0395,0.625,24.7,33.0,0,73.101,0,1
0.167,0.361,0.0709,0.0602,31.8,6.4,1,12.636,1,0
0.908,0.985,0.038,0.8947,30.4,3.6,0,101.024,1,0
1.826,0.416,0.0496,0.7599,29.0,34.1,0,111.497,0,1
2.387,0.228,0.044,0.5454,34.2,0.8,0,71.236,1,0
0.89,3.046,0.0503,2.7112,28.4,15.1,1,404.337,0,1
0.448,0.81,0.0249,0.3629,31.4,11.5,0,26.704,0,0
0.216,1.565,0.0512,0.338,33.0,1.4,1,51.406,1,0
1.202,0.33,0.0778,0.3971,39.1,3.5,1,91.463,1,0
0.429,0.5,0.0557,0.2144,28.5,9.8,1,35.385,0,0
1.958,0.618,0.02,1.2106,29.7,11.2,0,71.692,0,0
1.029,0.895,0.0302,0.9207,30.0,36.8,0,82.083,0,1
2.058,0.502,0.038,1.0329,31.0,3.2,0,116.483,1,0
0.936,0.327,0.055,0.3065,24.0,26.4,1,49.896,0,1
1.577,0.268,0.0256,0.4234,35.5,1.3,0,32.182,1,0
0.449,0.832,0.0692,0.373,25.7,16.7,1,76.512,0,1
0.799,0.328,0.0917,0.2619,32.1,9.7,1,70.982,0,0
0.12,0.504,0.0819,0.0603,42.6,1.6,1,14.632,1,0
1.036,0.128,0.0717,0.1329,32.3,7.8,1,28.216,1,0
0.863,0.337,0.0779,0.2909,33.0,7.5,1,67.105,1,0
1.508,0.628,0.0868,0.9465,34.1,9.4,1,243.151,0,0
1.405,1.372,0.0715,1.9282,29.8,35.0,1,407.872,0,1
1.088,0.474,0.0351,0.5151,34.3,11.1,0,53.509,0,0
0.158,0.38,0.0857,0.0601,29.8,17.5,1,15.239,0,1
2.433,0.681,0.0661,1.6562,25.7,11.5,1,324.374,0,1
0.118,0.141,0.0506,0.0166,27.7,26.0,1,2.493,0,1
1.726,0.449,0.0692,0.7757,40.0,0.5,1,159.024,1,0
0.753,0.216,0.0528,0.1628,26.4,8.2,1,25.446,0,0
1.804,0.334,0.0505,0.6023,22.3,24.9,1,90.165,0,1
0.726,0.496,0.0965,0.3601,27.7,27.4,1,102.695,0,1
1.141,0.148,0.022,0.1687,29.2,35.2,0,10.975,0,1
0.551,1.377,0.0565,0.7591,24.9,15.0,1,127.196,0,1
1.461,0.357,0.042,0.5216,27.7,1.4,0,64.866,1,0
0.393,0.312,0.0423,0.1227,24.0,20.1,0,15.361,0,1
1.371,0.437,0.0327,0.5986,33.9,10.6,0,57.952,0,0
0.315,0.467,0.0565,0.147,31.4,8.4,1,24.601,0,0
1.381,1.44,0.0762,1.9883,26.3,10.8,1,448.306,0,1
0.448,0.368,0.0704,0.1648,34.2,11.8,1,34.372,0,0
0.427,0.594,0.0634,0.2533,26.7,2.7,1,47.513,1,0
1.769,0.652,0.0541,1.1524,40.6,7.8,1,184.49,1,0
1.78,0.392,0.0431,0.6975,34.7,9.7,0,89.203,0,0
1.276,1.323,0.0603,1.6884,31.4,8.3,1,300.936,0,0
2.676,0.883,0.0736,2.3614,25.1,32.4,1,514.772,0,1
0.27,1.121,0.0531,0.3025,24.6,22.5,1,47.511,0,1
0.414,0.145,0.0455,0.06,27.2,25.3,0,8.077,0,1
0.448,1.47,0.0911,0.6587,25.8,24.0,1,177.61,0,1
0.464,0.32,0.04,0.1485,29.7,10.3,0,17.596,0,0
0.498,0.177,0.0778,0.0881,32.1,3.8,1,20.303,1,0
1.294,0.966,0.0382,1.2494,28.4,2.7,0,141.579,1,0
0.416,0.297,0.0471,0.1234,29.7,4.1,0,17.24,1,0
0.437,0.517,0.0787,0.226,36.5,6.5,1,52.638,1,0
0.945,1.085,0.0651,1.0248,33.5,2.6,1,197.688,1,0
0.315,0.187,0.053,0.0588,23.5,25.8,1,9.211,0,1
0.554,0.209,0.091,0.116,36.0,11.2,1,31.305,0,0
0.16,0.975,0.0364,0.1556,25.5,7.2,0,16.765,1,0
3.148,0.578,0.0708,1.8187,31.6,11.9,1,381.678,0,0
0.482,0.3,0.0849,0.1445,29.5,34.9,1,36.354,0,1
1.997,0.68,0.0608,1.3586,25.8,18.1,1,244.271,0,1
0.855,0.871,0.0624,0.7448,27.1,5.2,1,137.321,1,0
0.359,0.515,0.0645,0.1851,24.8,29.1,1,35.369,0,1
0.315,0.252,0.0304,0.0793,32.1,8.5,0,7.136,0,0
1.287,0.934,0.0462,1.2026,32.7,9.1,0,164.607,0,0
3.449,0.203,0.0827,0.7013,28.3,3.8,1,171.566,1,0
0.302,0.948,0.0438,0.2865,29.7,7.2,0,37.025,1,0
0.223,0.353,0.0519,0.0785,21.4,15.7,1,12.062,0,1
0.59,0.101,0.0347,0.0596,44.1,4.1,0,6.117,1,0
0.601,0.602,0.0454,0.3613,29.4,37.0,0,48.456,0,1
1.741,0.397,0.072,0.6909,25.1,21.8,1,147.377,0,1
0.733,0.308,0.0324,0.226,30.4,30.0,0,21.718,0,1
0.164,0.652,0.0244,0.1073,28.7,4.9,0,7.76,1,0
2.634,0.428,0.0797,1.1283,27.6,1.2,1,266.367,1,0
0.567,0.38,0.0601,0.2153,27.7,25.9,1,38.32,0,1
1.204,1.25,0.0367,1.5057,43.2,6.7,0,163.75,1,0
1.201,0.169,0.0704,0.2034,34.3,8.8,1,42.389,0,0
0.158,0.506,0.0377,0.0799,38.6,11.9,0,8.923,0,0
0.104,0.327,0.0556,0.0339,30.5,7.5,1,5.572,1,0
0.192,0.369,0.0429,0.0709,32.3,10.7,0,8.993,0,0
3.236,0.567,0.0231,1.8331,31.4,8.0,0,125.663,0,0
1.68,2.148,0.0812,3.6078,45.0,2.3,1,868.605,1,0
0.242,0.961,0.0454,0.2322,28.7,10.5,0,31.158,0,0
1.054,0.272,0.0882,0.2864,25.9,36.0,1,74.866,0,1
1.047,0.78,0.0621,0.8161,26.0,20.7,1,150.314,0,1
0.101,0.234,0.0495,0.0235,26.8,1.3,0,3.447,1,0
0.66,1.832,0.0381,1.2101,27.7,20.0,0,136.488,0,1
1.344,0.541,0.0608,0.7273,27.3,7.2,1,130.768,1,0
0.307,2.491,0.07,0.7643,35.4,1.7,1,158.243,1,0
2.003,0.969,0.0794,1.9403,36.1,11.6,1,455.773,0,0
1.18,1.534,0.0719,1.8102,26.8,27.2,1,385.259,0,1
0.107,0.258,0.055,0.0276,27.8,10.5,1,4.494,0,1
2.03,1.644,0.0706,3.3389,25.8,28.6,1,697.952,0,1
0.12,0.268,0.052,0.0321,37.0,3.0,1,4.941,1,0
2.289,3.089,0.09,7.0698,26.0,32.8,1,1883.883,0,1
0.506,0.363,0.0532,0.1835,32.0,9.7,1,28.955,0,0
1.299,1.022,0.0707,1.3277,30.5,2.3,1,278.106,1,0
1.648,0.733,0.02,1.2077,34.5,5.8,0,71.446,1,0
0.43,0.621,0.0698,0.2672,35.2,1.1,1,55.19,1,0
0.541,0.548,0.0677,0.2962,25.0,31.3,1,59.414,0,1
0.812,0.487,0.0987,0.3957,29.4,20.6,1,115.826,0,1
0.974,0.389,0.0513,0.3789,28.1,27.1,1,57.547,0,1
0.445,0.827,0.0927,0.3685,31.7,10.9,1,101.166,0,0
4.979,3.419,0.0609,17.0216,27.7,30.1,1,3073.182,0,1
1.436,0.992,0.0905,1.4244,33.9,9.3,1,381.247,0,0
0.42,1.232,0.0668,0.5178,34.3,9.5,1,102.317,0,0
1.123,0.95,0.0488,1.0663,25.7,3.1,0,154.051,1,0
0.672,0.68,0.0884,0.4567,33.8,11.6,1,119.761,0,0
2.068,1.459,0.053,3.0181,31.8,36.4,1,473.303,0,1
0.499,0.412,0.0528,0.2057,37.3,4.4,1,32.16,1,0
0.308,0.355,0.0653,0.1094,35.9,2.1,1,21.142,1,0
0.147,0.487,0.0606,0.0718,33.4,5.2,1,12.872,1,0
4.255,0.792,0.071,3.3682,28.9,6.0,1,707.455,1,0
0.545,0.1,0.0651,0.0545,28.6,37.6,1,10.488,0,1
0.349,1.542,0.0714,0.5384,31.5,6.8,1,113.933,1,0
0.777,0.389,0.0711,0.3022,28.1,0.8,1,63.497,1,0
0.445,0.835,0.0354,0.3712,33.6,7.0,0,38.84,1,0
0.365,0.143,0.0204,0.0523,35.6,2.7,0,3.158,1,0
1.058,0.552,0.0656,0.5841,36.6,9.9,1,113.144,0,0
0.178,0.156,0.0462,0.0278,33.0,6.0,0,3.806,1,0
0.811,0.109,0.0439,0.0885,41.0,8.2,0,11.512,0,0
0.59,1.342,0.0546,0.7919,32.5,10.6,1,128.166,0,0
0.86,0.515,0.0653,0.4432,28.8,3.1,1,85.833,1,0
0.486,1.449,0.0575,0.7045,29.0,2.2,1,120.006,1,0
0.945,0.429,0.0745,0.4054,37.4,6.0,1,89.553,1,0
0.185,0.935,0.0419,0.1733,35.0,1.1,0,21.487,1,0
0.572,0.179,0.0969,0.1025,27.5,8.9,1,29.436,0,0
0.371,0.269,0.0788,0.0999,23.6,3.9,1,23.287,0,0
0.676,0.61,0.0538,0.4125,24.7,23.1,1,65.737,0,1
0.608,0.565,0.1007,0.3433,25.7,35.5,2,102.381,0,1
1.097,0.273,0.02,0.2993,31.1,3.1,0,17.723,1,0
1.091,1.737,0.0809,1.8949,29.0,3.5,1,454.211,1,0
0.633,0.368,0.0609,0.2328,27.4,7.6,1,42.004,1,0
0.3,0.546,0.0843,0.164,26.5,16.3,1,40.994,0,1
0.972,0.429,0.0503,0.4172,35.9,8.2,1,62.198,0,0
3.497,3.5,0.0373,12.2383,32.7,6.3,0,1351.419,1,0
0.305,0.441,0.0648,0.1344,23.7,24.2,1,25.724,0,1
0.172,0.346,0.0501,0.0593,36.3,7.2,1,8.798,1,0
0.407,1.998,0.0654,0.8139,32.9,2.6,1,157.43,1,0
0.633,0.237,0.0671,0.1499,38.1,3.2,1,29.795,1,0
0.466,2.103,0.0281,0.9789,29.9,7.8,0,81.49,1,0
1.9,0.772,0.078,1.4676,27.0,27.7,1,339.018,0,1
0.779,0.302,0.02,0.2354,32.5,9.3,0,13.937,0,0
0.383,0.332,0.1198,0.1271,30.8,6.9,2,45.105,1,0
3.1,1.093,0.0653,3.3878,29.0,18.9,1,654.749,0,1
0.234,0.132,0.0458,0.0309,27.7,27.2,0,4.186,0,1
0.231,1.105,0.0273,0.2555,26.7,28.0,0,20.631,0,1
0.381,0.397,0.0719,0.1513,32.5,9.4,1,32.217,0,0
0.18,1.421,0.0678,0.2557,33.6,2.6,1,51.373,1,0
1.493,0.207,0.0584,0.3087,32.9,7.1,1,53.392,1,0
0.475,0.329,0.0527,0.1564,28.5,11.4,1,24.365,0,0
1.409,0.562,0.0734,0.7923,30.7,1.9,1,172.275,1,0
1.539,1.791,0.02,2.7555,27.4,6.6,0,163.159,1,0
0.371,0.367,0.0334,0.1364,25.0,5.9,0,13.522,0,0
0.831,1.585,0.0717,1.3166,29.3,2.4,1,279.391,1,0
0.833,0.186,0.0503,0.1551,29.0,5.6,1,23.066,1,0
2.151,0.253,0.0746,0.5431,26.7,29.9,1,120.035,0,1
0.126,0.238,0.0397,0.0299,30.7,8.6,0,3.514,0,0
0.481,0.859,0.058,0.4134,23.3,18.5,1,70.89,0,1
2.241,0.494,0.0498,1.1065,27.7,28.0,0,163.214,0,1
0.37,1.693,0.0925,0.6268,26.8,12.3,1,171.431,0,1
0.247,0.632,0.052,0.1563,28.9,1.0,1,24.073,1,0
0.958,1.556,0.0813,1.4911,24.4,15.7,1,358.587,0,1
0.465,0.32,0.0658,0.1488,40.7,3.7,1,28.987,1,0
0.73,2.242,0.0415,1.6365,35.2,4.8,0,201.204,1,0
1.815,0.906,0.068,1.6443,29.5,28.7,1,331.058,0,1
0.835,0.664,0.066,0.5544,33.6,11.2,1,108.183,0,0
0.825,0.851,0.0324,0.7024,31.1,6.8,0,67.3,1,0
0.426,2.092,0.0525,0.8912,39.6,11.9,1,138.545,0,0
1.674,0.436,0.0606,0.7292,27.3,23.8,1,131.074,0,1
1.446,0.326,0.0896,0.4711,29.2,7.6,1,124.845,1,0
0.367,0.325,0.0763,0.1193,29.6,30.7,1,26.934,0,1
0.486,2.982,0.0514,1.4481,32.3,2.4,1,220.28,1,0
1.654,0.429,0.029,0.7103,30.7,6.0,0,61.006,1,0
0.543,1.823,0.0849,0.9892,33.3,5.4,1,248.173,1,0
0.617,0.218,0.0714,0.1346,30.7,6.5,1,28.492,1,0
0.553,0.551,0.0284,0.3046,38.6,4.5,0,25.604,1,0
0.276,0.872,0.0311,0.2411,33.5,6.2,0,22.188,1,0
0.517,2.749,0.0459,1.4207,29.0,1.1,0,193.459,1,0
1.724,1.005,0.0894,1.7325,28.5,1.7,1,459.04,1,0
0.775,0.102,0.0425,0.0788,32.5,4.9,0,9.9,1,0
0.713,1.242,0.0441,0.8855,25.2,13.2,0,115.574,0,1
0.27,0.939,0.02,0.2537,40.6,4.5,0,15.011,1,0
0.295,0.264,0.0561,0.078,38.7,0.6,1,12.965,1,0
0.144,0.875,0.1016,0.1259,25.9,24.0,2,37.928,0,1
0.114,2.179,0.0768,0.2485,32.7,7.2,1,56.525,1,0
0.769,0.104,0.0681,0.0797,35.5,8.7,1,16.094,0,0
0.626,3.032,0.048,1.8991,35.9,0.8,0,269.482,1,0
0.422,0.381,0.0284,0.1608,27.9,7.2,0,13.555,1,0
4.71,0.848,0.0752,3.9948,33.4,11.0,1,890.411,0,0
0.607,0.36,0.0556,0.2188,35.3,7.4,1,36.03,1,0
1.655,1.15,0.0696,1.9036,26.3,25.5,1,393.46,0,1
0.336,0.68,0.0217,0.2289,27.1,30.8,0,14.732,0,1
0.384,0.344,0.0717,0.132,39.5,5.9,1,28.042,1,0
0.94,0.66,0.0998,0.6206,28.6,6.3,1,183.163,1,0
0.104,0.447,0.0446,0.0465,37.1,0.5,0,6.126,1,0
0.118,0.33,0.02,0.0388,33.0,1.6,0,2.298,1,0
0.253,0.819,0.0843,0.2075,29.1,7.9,1,51.818,1,0
0.352,0.913,0.02,0.322,28.8,31.8,0,19.046,0,1
0.85,0.221,0.0851,0.188,26.2,16.2,1,47.407,0,1
1.259,2.218,0.0587,2.7925,35.8,1.5,1,484.996,1,0
0.474,0.105,0.1104,0.0499,35.4,0.8,2,16.298,1,0
0.373,0.359,0.0326,0.1341,30.1,10.6,0,12.95,0,0
1.831,0.436,0.0678,0.799,28.1,25.5,1,160.477,0,1
0.278,0.155,0.0221,0.043,33.9,6.4,0,2.825,1,0
1.234,0.175,0.0894,0.2165,31.6,8.9,1,57.459,0,0
2.778,1.604,0.0731,4.457,33.4,11.2,1,964.107,0,0
0.364,0.459,0.0684,0.1673,29.9,10.7,1,33.874,0,0
0.191,0.464,0.08,0.0885,30.9,4.1,1,20.961,1,0
4.0,1.033,0.0295,4.1335,26.6,34.2,0,361.338,0,1
0.416,1.131,0.0712,0.4701,28.7,29.9,1,99.12,0,1
0.422,1.083,0.0984,0.4578,27.1,26.1,1,133.302,0,1
0.761,0.606,0.0354,0.4615,42.2,3.4,0,48.353,1,0
0.363,1.081,0.0809,0.3922,39.6,6.8,1,93.902,1,0
5.0,2.161,0.0745,10.8053,27.6,16.1,1,2384.809,0,1
0.144,0.216,0.0465,0.0311,22.2,11.8,0,4.267,0,1
0.701,0.784,0.0596,0.5494,33.9,10.6,1,96.924,0,0
0.895,1.788,0.1128,1.5998,26.9,8.4,2,534.152,0,0
0.729,2.798,0.0699,2.0403,29.1,35.0,1,421.915,0,1
0.835,0.174,0.1012,0.145,28.9,2.9,2,43.413,1,0
4.488,2.494,0.0561,11.1931,29.8,0.6,1,1857.723,1,0
2.195,1.137,0.0715,2.4955,31.8,9.5,1,528.347,0,0
0.469,1.132,0.054,0.5306,31.6,8.1,1,84.893,0,0
0.902,0.228,0.0689,0.2054,35.5,4.1,1,41.919,1,0
0.1,0.786,0.0436,0.0789,30.5,1.8,0,10.193,1,0
0.627,0.455,0.0294,0.2854,26.3,5.0,0,24.894,1,0
0.279,0.805,0.0495,0.2245,24.7,10.2,0,32.924,0,1
1.343,1.17,0.0977,1.5704,27.1,18.0,1,454.729,0,1
0.35,0.262,0.02,0.0917,29.7,8.8,0,5.432,0,0
1.482,0.233,0.0637,0.345,39.8,1.3,1,65.102,1,0
0.476,0.453,0.0576,0.2155,30.1,9.6,1,36.752,0,0
2.701,0.922,0.0629,2.492,26.4,30.5,1,464.498,0,1
0.69,0.996,0.0411,0.6869,32.0,1.4,0,83.804,1,0
1.93,0.851,0.0825,1.6418,25.0,33.6,1,400.908,0,1
1.089,1.615,0.0588,1.7591,29.2,1.9,1,307.103,1,0
3.89,1.162,0.1041,4.5198,23.1,8.6,2,1393.348,0,0
1.458,0.662,0.0374,0.9651,31.1,4.5,0,106.65,1,0
1.401,0.627,0.0762,0.8784,34.7,10.9,1,198.244,0,0
0.408,1.378,0.0608,0.562,27.4,9.6,1,101.197,0,0
0.803,1.823,0.0519,1.4638,30.5,11.1,1,225.248,0,0
0.443,1.613,0.0312,0.7139,25.3,5.3,0,65.952,1,0
0.119,0.649,0.1032,0.0775,34.9,8.5,2,23.672,0,0
1.34,0.792,0.045,1.0618,28.1,4.8,0,141.416,1,0
0.369,1.335,0.0714,0.4924,27.7,26.0,1,104.194,0,1
0.606,0.793,0.0479,0.4807,34.8,1.7,0,68.136,1,0
0.435,0.304,0.0832,0.1321,27.4,26.9,1,32.522,0,1
0.323,1.843,0.0406,0.5947,32.4,7.0,0,71.486,1,0
0.169,0.644,0.0933,0.1091,35.9,6.8,1,30.163,1,0
0.512,3.317,0.0403,1.6993,31.2,10.3,0,202.662,0,0
0.185,0.745,0.0642,0.138,25.5,12.7,1,26.234,0,1
0.877,0.491,0.0622,0.4311,26.8,10.1,1,79.422,0,0
0.12,0.292,0.0533,0.035,27.0,23.2,1,5.522,0,1
2.914,0.438,0.0416,1.2773,28.9,8.0,0,157.08,0,0
3.495,0.299,0.0539,1.0465,27.5,3.3,1,166.868,1,0
0.463,2.137,0.0647,0.9902,33.4,9.1,1,189.723,0,0
0.401,0.834,0.039,0.3347,35.8,4.6,0,38.605,1,0
0.21,1.473,0.044,0.3097,37.0,3.3,0,40.255,1,0
2.453,0.287,0.0362,0.7037,31.2,10.0,0,75.37,0,0
0.984,0.151,0.0604,0.1488,25.0,1.8,1,26.677,1,0
1.042,0.534,0.1024,0.5567,19.8,9.0,2,168.684,0,0
2.362,2.302,0.0627,5.4373,27.3,27.1,1,1006.734,0,1
2.517,0.196,0.0394,0.4932,26.9,32.8,0,57.333,0,1
1.862,1.343,0.0594,2.5013,40.6,9.1,1,439.723,0,0
1.585,0.149,0.0742,0.2358,24.1,11.6,1,51.854,0,0
2.198,0.244,0.0678,0.5372,30.2,5.7,1,107.878,1,0
2.187,1.147,0.0742,2.5095,34.7,11.5,1,551.379,0,0
0.56,0.29,0.0282,0.1621,24.3,35.3,0,13.559,0,1
3.727,0.118,0.0726,0.4391,26.8,21.5,1,94.297,0,1
1.335,0.298,0.071,0.398,36.8,2.1,1,83.698,1,0
0.562,1.156,0.0417,0.65,29.0,21.3,0,80.054,0,1
0.683,0.708,0.1051,0.4837,27.7,15.1,2,150.807,0,1
1.262,0.734,0.0242,0.9262,30.6,20.6,0,66.455,0,1
0.548,0.523,0.0897,0.2864,27.7,11.2,1,76.012,0,1
1.852,0.226,0.0517,0.4187,30.9,2.7,1,64.102,1,0
0.26,0.294,0.0551,0.0766,33.3,1.0,1,12.5,1,0
2.482,0.264,0.068,0.6546,37.6,4.2,1,131.764,1,0
0.458,1.083,0.0252,0.4962,26.9,17.7,0,37.047,0,1
0.266,1.602,0.1154,0.4258,30.1,7.7,2,145.502,1,0
2.052,0.317,0.0646,0.6504,34.7,2.4,1,124.288,1,0
0.374,0.251,0.0323,0.094,29.0,24.3,0,8.973,0,1
1.954,0.332,0.054,0.6487,34.6,6.4,1,103.587,1,0
0.451,2.335,0.0588,1.0538,35.4,9.5,1,183.226,0,0
2.816,0.292,0.0631,0.823,28.8,3.7,1,154.07,1,0
0.347,1.037,0.0434,0.3601,33.8,6.7,0,46.238,1,0
0.172,0.199,0.0833,0.0343,26.3,12.0,1,8.459,0,1
2.857,0.964,0.0848,2.7534,26.9,21.0,1,690.847,0,1
0.281,0.324,0.0999,0.0912,31.0,8.8,1,26.942,0,0
2.985,1.552,0.067,4.6326,31.6,10.0,1,916.983,0,0
1.837,0.119,0.0838,0.2183,33.9,2.1,1,54.095,1,0
0.185,0.655,0.095,0.1215,28.7,17.4,1,34.142,0,1
0.689,0.971,0.0237,0.669,37.9,10.1,0,46.866,0,0
0.176,1.189,0.1054,0.2095,33.3,4.8,2,65.306,1,0
0.5,1.945,0.0754,0.9728,31.8,5.7,1,217.262,1,0
0.533,0.886,0.0465,0.4726,31.7,6.3,0,65.111,1,0
1.015,0.21,0.0564,0.2134,34.4,8.8,1,35.615,0,0
3.825,1.128,0.0508,4.3169,26.9,37.3,1,649.179,0,1
0.286,0.701,0.0354,0.2004,25.9,4.4,0,21.023,1,0
0.499,0.184,0.0873,0.0918,28.7,25.0,1,23.734,0,1
0.985,0.221,0.1007,0.2176,32.8,11.0,2,64.938,0,0
0.288,1.51,0.02,0.4349,21.9,8.6,0,25.775,0,0
1.34,0.767,0.096,1.0279,27.5,39.4,1,291.795,0,1
0.617,0.237,0.0593,0.1465,26.9,32.2,1,25.718,0,1
3.087,1.343,0.0716,4.1452,24.6,31.9,1,878.482,0,1
1.094,0.806,0.0389,0.8822,31.5,1.3,0,101.658,1,0
0.551,0.247,0.0585,0.1359,34.3,4.6,1,23.53,1,0
1.371,0.578,0.0883,0.7924,30.0,39.7,1,207.235,0,1
1.925,2.215,0.0342,4.2641,31.0,20.8,0,432.076,0,1
1.712,1.214,0.073,2.0778,27.1,16.9,1,449.445,0,1
0.405,0.491,0.0809,0.1989,26.2,9.6,1,47.633,0,0
0.64,0.104,0.0503,0.0667,27.4,11.1,1,9.931,0,1
0.702,0.305,0.0379,0.214,27.0,5.5,0,24.035,1,0
0.592,0.26,0.0563,0.1536,32.3,9.9,1,25.559,0,0
0.472,0.479,0.0953,0.2265,27.4,2.4,1,63.818,1,0
1.497,1.813,0.0746,2.7149,41.3,7.5,1,599.697,1,0
0.112,0.259,0.0837,0.0291,28.7,11.8,1,7.212,0,0
0.447,0.141,0.02,0.063,33.1,3.8,0,3.729,1,0
0.253,0.213,0.0517,0.0537,31.4,1.0,1,8.212,1,0
0.238,0.573,0.0558,0.1362,29.2,38.2,1,22.481,0,1
0.424,0.156,0.036,0.0661,35.1,9.4,0,7.042,0,0
1.536,0.75,0.0495,1.1529,22.1,26.2,0,169.004,0,1
3.587,0.356,0.0643,1.2773,27.2,20.3,1,243.265,0,1
0.823,0.476,0.0439,0.3916,25.9,27.4,0,50.976,0,1
0.514,0.236,0.052,0.1212,28.9,8.4,1,18.639,0,0
1.867,1.195,0.0781,2.2321,29.3,6.8,1,516.561,1,0
0.169,0.484,0.0477,0.082,25.9,31.4,0,11.604,0,1
0.198,0.198,0.0796,0.0391,32.0,9.1,1,9.222,0,0
0.524,0.459,0.0545,0.2404,31.3,5.9,1,38.811,1,0
0.695,3.385,0.0442,2.3523,23.6,37.5,0,307.925,0,1
1.699,1.101,0.0874,1.8707,32.3,7.7,1,483.673,1,0
2.694,1.728,0.0627,4.6545,25.6,18.2,1,862.419,0,1
0.858,1.88,0.02,1.6127,31.0,6.0,0,95.534,1,0
